Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Previous_GPA_Anomaly_Flag,Previous_GPA_Cleaned,Tutoring_Sessions_Per_Week_IQR_Outlier_Flag,Final_Score_IQR_Outlier_Flag,Sleep_Hours_IQR_Outlier_Flag,Previous_GPA_IQR_Outlier_Flag,Exam_Anxiety_Score_IQR_Outlier_Flag,Attendance_IQR_Outlier_Flag,Hours_Studied_IQR_Outlier_Flag,Screen_Time_IQR_Outlier_Flag,Age_IQR_Outlier_Flag,Stress_Level_IQR_Outlier_Flag,Performance_Category,Study_Hours_Group,Attendance_Group,Sleep_Category,Stress_Category,Anxiety_Category,Screen_Time_Group,Risk_Score,Risk_Level
STU04571,22,Male,6.31,59.4,6.6,5.4,0.5,2.88,No,Offline,Average,Good,No,1,Middle,2.9,87.83,False,2.88,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Low,Low Screen Time (≤2h),1,Low Risk
STU04572,20,Female,5.58,85.9,5.5,3.8,2.3,2.47,Yes,Hybrid,Average,Excellent,No,1,Middle,2.1,92.16,False,2.47,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Short Sleep (<6h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU04573,17,Female,7.27,85.0,7.8,4.3,5.9,3.05,Yes,Hybrid,Good,Good,No,1,Middle,2.5,93.83,False,3.05,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Low,High Screen Time (>5h),0,Low Risk
STU04574,19,Female,5.38,71.0,7.9,4.2,4.7,2.83,Yes,Offline,Average,Good,Yes,2,Middle,3.7,97.16,False,2.83,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04575,24,Female,2.15,85.4,6.3,1.2,4.9,3.59,No,Offline,Average,Average,No,4,Middle,3.9,89.48,False,3.59,True,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),Low,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04576,22,Male,6.52,79.0,6.2,6.1,3.4,2.17,No,Offline,Average,Good,No,2,Middle,6.5,83.14,False,2.17,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,High,Moderate Screen Time (2-5h),2,Medium Risk
STU04577,22,Female,5.09,64.8,8.8,5.8,6.3,3.31,Yes,Hybrid,Average,Good,No,2,Low,3.1,95.68,False,3.31,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Low Attendance (<70%),Long Sleep (>8h),Medium,Medium,High Screen Time (>5h),1,Low Risk
STU04578,20,Female,4.52,85.0,6.6,6.4,4.0,2.54,No,Hybrid,Poor,Good,No,2,High,4.3,66.24,False,2.54,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU04579,21,Male,1.45,84.3,5.2,4.2,5.5,2.83,No,Hybrid,Average,Excellent,No,1,Low,6.8,63.15,False,2.83,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,High,High Screen Time (>5h),3,Medium Risk
STU04580,21,Male,3.26,84.8,7.2,6.2,4.0,2.98,No,Offline,Average,Poor,Yes,2,High,3.8,70.98,False,2.98,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU04581,23,Male,5.32,71.9,4.5,3.2,1.0,2.58,Yes,Offline,Poor,Excellent,No,4,Middle,3.0,87.8,False,2.58,True,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,Low,Low Screen Time (≤2h),0,Low Risk
STU04582,22,Male,3.73,65.1,7.0,4.6,2.2,3.91,Yes,Hybrid,Average,Excellent,Yes,3,Low,3.5,80.33,False,3.91,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04583,24,Female,5.5,83.1,6.6,4.5,4.2,3.47,Yes,Online,Poor,Good,Yes,2,Low,1.0,96.73,False,3.47,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU04584,17,Female,6.19,90.5,6.6,4.0,5.8,3.02,No,Hybrid,Good,Good,Yes,3,High,4.7,92.0,False,3.02,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),0,Low Risk
STU04585,19,Female,4.96,100.0,6.6,5.3,6.0,2.57,Yes,Offline,Average,Average,No,2,Middle,6.0,81.0,False,2.57,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),0,Low Risk
STU04586,22,Female,3.11,59.2,8.6,8.0,4.4,2.55,No,Offline,Good,Excellent,Yes,0,Low,6.0,80.18,False,2.55,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Long Sleep (>8h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU04587,18,Male,5.85,75.0,6.0,8.1,6.0,2.5,No,Offline,Good,Average,No,1,Middle,7.7,77.03,False,2.5,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,High,High Screen Time (>5h),2,Medium Risk
STU04588,19,Female,5.72,89.0,6.2,4.0,3.6,3.42,Yes,Offline,Average,Good,No,1,High,6.3,89.84,False,3.42,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,High,Moderate Screen Time (2-5h),1,Low Risk
STU04589,23,Male,4.49,85.3,7.0,7.5,5.5,3.03,No,Hybrid,Average,Good,Yes,1,Middle,3.9,84.49,False,3.03,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,High Screen Time (>5h),1,Low Risk
STU04590,21,Non-Binary,1.19,90.1,7.0,1.0,1.8,2.68,Yes,Online,Average,Excellent,No,3,Middle,6.8,72.44,False,2.68,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),Low,High,Low Screen Time (≤2h),3,Medium Risk
STU04591,24,Male,2.51,66.6,7.0,5.4,5.6,3.42,No,Offline,Average,Good,Yes,2,Middle,5.3,68.95,False,3.42,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),3,Medium Risk
STU04592,22,Female,6.58,67.2,7.2,3.8,4.2,3.63,No,Offline,Poor,Good,Yes,3,Low,2.9,97.29,False,3.63,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Low,Moderate Screen Time (2-5h),1,Low Risk
STU04593,20,Male,4.46,86.3,6.6,4.5,7.6,2.84,Yes,Hybrid,Average,Average,No,3,Middle,3.1,86.5,False,2.84,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),0,Low Risk
STU04594,18,Male,1.38,58.9,5.7,6.4,6.0,2.06,No,Online,Good,Average,No,0,High,7.0,38.51,False,2.06,False,True,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),Low Attendance (<70%),Short Sleep (<6h),High,High,High Screen Time (>5h),5,High Risk
STU04595,22,Male,4.61,74.3,6.5,7.3,3.0,2.55,No,Offline,Poor,Average,No,1,Middle,6.4,62.0,False,2.55,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,High,Moderate Screen Time (2-5h),3,Medium Risk
STU04596,24,Female,5.07,63.5,8.2,6.0,7.7,3.19,Yes,Online,Average,Excellent,No,3,Middle,6.9,81.73,False,3.19,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Long Sleep (>8h),Medium,High,High Screen Time (>5h),2,Medium Risk
STU04597,23,Female,6.25,80.8,7.3,3.7,4.4,2.57,No,Hybrid,Good,Good,No,0,Middle,5.1,90.18,False,2.57,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04598,17,Male,5.84,76.9,7.9,3.6,5.6,2.96,No,Hybrid,Poor,Good,Yes,3,Middle,2.6,93.01,False,2.96,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Low,High Screen Time (>5h),0,Low Risk
STU04599,18,Female,5.73,94.5,5.8,6.5,2.5,3.34,No,Hybrid,Good,Good,No,1,Middle,2.1,95.1,False,3.34,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Short Sleep (<6h),High,Low,Moderate Screen Time (2-5h),1,Low Risk
STU04600,23,Female,3.43,76.8,8.7,4.6,3.4,3.15,No,Offline,Good,Good,No,0,Middle,4.4,96.1,False,3.15,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04601,22,Female,1.61,93.1,8.2,4.0,5.9,3.39,No,Hybrid,Average,Average,Yes,3,Low,5.3,91.32,False,3.39,False,False,False,False,False,False,False,False,False,False,Excellent,Low Study (<3h),High Attendance (>85%),Long Sleep (>8h),Medium,Medium,High Screen Time (>5h),1,Low Risk
STU04602,17,Female,3.73,82.7,6.3,4.5,2.9,3.03,Yes,Offline,Average,Average,No,1,High,5.7,91.61,False,3.03,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04603,18,Male,7.71,76.1,6.0,2.0,3.1,2.67,Yes,Offline,Average,Average,No,1,Low,3.4,93.08,False,2.67,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Low,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04604,17,Male,1.93,64.9,6.6,6.7,1.4,2.52,No,Online,Average,Good,Yes,1,Middle,7.2,52.28,False,2.52,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),Low Attendance (<70%),Ideal Sleep (6-8h),High,High,Low Screen Time (≤2h),5,High Risk
STU04605,17,Female,6.75,85.3,9.0,3.6,3.8,2.99,Yes,Offline,Average,Average,No,2,Middle,5.1,93.43,False,2.99,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Long Sleep (>8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04606,18,Female,1.95,73.5,8.8,5.0,2.7,2.88,No,Offline,Average,Good,Yes,1,High,3.5,67.83,False,2.88,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Moderate Attendance (70-85%),Long Sleep (>8h),Medium,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU04607,18,Non-Binary,2.35,97.4,4.3,8.3,7.0,3.71,No,Hybrid,Good,Good,No,0,High,6.6,57.2,False,3.71,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),High Attendance (>85%),Short Sleep (<6h),High,High,High Screen Time (>5h),4,High Risk
STU04608,17,Female,5.16,78.6,8.5,9.2,0.5,2.87,No,Hybrid,Good,Good,Yes,3,Low,5.0,95.84,False,2.87,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),High,Medium,Low Screen Time (≤2h),1,Low Risk
STU04609,23,Male,3.31,84.9,8.7,1.0,3.4,2.36,Yes,Offline,Poor,Average,No,2,Middle,4.6,92.6,False,2.36,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),Low,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04610,24,Female,4.46,86.4,6.2,5.6,4.3,3.82,No,Offline,Average,Average,No,2,Low,3.9,89.57,False,3.82,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04611,21,Male,2.63,54.4,7.8,2.3,3.2,2.54,Yes,Hybrid,Average,Average,No,0,Low,9.6,64.27,False,2.54,False,False,False,False,True,False,False,False,False,False,Needs Improvement,Low Study (<3h),Low Attendance (<70%),Ideal Sleep (6-8h),Low,High,Moderate Screen Time (2-5h),4,High Risk
STU04612,18,Non-Binary,5.21,73.1,6.7,3.1,3.0,3.29,Yes,Offline,Good,Good,Yes,2,High,7.0,88.98,False,3.29,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,High,Moderate Screen Time (2-5h),1,Low Risk
STU04613,22,Male,6.65,81.4,7.5,4.8,4.6,2.79,No,Online,Poor,Average,Yes,3,Low,3.5,98.09,False,2.79,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04614,19,Female,2.01,84.5,7.9,6.2,7.5,2.99,No,Online,Average,Excellent,Yes,2,Low,5.7,60.63,False,2.99,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,High Screen Time (>5h),3,Medium Risk
STU04615,20,Female,6.03,79.0,6.4,6.0,6.7,3.55,Yes,Offline,Good,Good,No,2,Low,5.0,90.01,False,3.55,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),0,Low Risk
STU04616,17,Male,5.69,94.5,4.7,3.7,1.9,2.78,Yes,Hybrid,Average,Average,Yes,2,Middle,3.6,94.25,False,2.78,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Short Sleep (<6h),Medium,Medium,Low Screen Time (≤2h),0,Low Risk
STU04617,17,Male,6.51,89.6,8.2,4.8,2.7,3.72,No,Online,Average,Good,No,3,High,5.4,96.88,False,3.72,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Long Sleep (>8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04618,20,Female,0.37,88.9,7.4,9.9,5.5,2.82,No,Online,Good,Good,No,1,Middle,4.7,51.37,False,2.82,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,High Screen Time (>5h),3,Medium Risk
STU04619,21,Female,6.73,92.8,4.9,6.1,3.2,2.8,No,Online,Average,Good,No,1,Middle,3.3,94.47,False,2.8,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Short Sleep (<6h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04620,20,Male,2.62,65.7,8.4,1.3,4.2,2.37,Yes,Hybrid,Good,Average,Yes,1,Middle,5.9,77.5,False,2.37,False,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),Low Attendance (<70%),Long Sleep (>8h),Low,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU04621,18,Female,4.43,89.5,8.3,5.9,3.1,2.93,No,Online,Average,Average,No,0,Middle,5.0,98.14,False,2.93,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Long Sleep (>8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04622,20,Female,4.04,78.2,5.4,2.2,3.8,1.96,Yes,Hybrid,Average,Average,Yes,1,Middle,2.9,73.82,False,1.96,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),Low,Low,Moderate Screen Time (2-5h),1,Low Risk
STU04623,17,Male,2.89,65.7,7.5,4.3,2.1,2.85,Yes,Hybrid,Average,Average,No,2,Middle,3.9,70.65,False,2.85,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),3,Medium Risk
STU04624,20,Male,3.19,87.6,6.2,8.0,0.8,2.08,Yes,Online,Average,Good,No,0,Middle,3.5,59.38,False,2.08,False,False,False,False,False,False,False,False,False,False,At Risk,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,Low Screen Time (≤2h),2,Medium Risk
STU04625,19,Female,3.46,94.1,7.0,5.4,3.8,3.11,Yes,Hybrid,Good,Good,Yes,1,High,4.4,64.02,False,3.11,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04626,22,Female,5.26,89.9,8.5,2.6,0.5,3.33,No,Hybrid,Average,Excellent,Yes,2,Low,1.8,94.81,False,3.33,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Long Sleep (>8h),Low,Low,Low Screen Time (≤2h),0,Low Risk
STU04627,18,Female,6.38,86.2,7.5,8.5,5.0,4.0,No,Online,Poor,Poor,No,1,Low,4.7,90.89,False,4.0,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04628,20,Female,4.32,76.1,7.4,3.9,6.2,2.61,No,Online,Average,Poor,Yes,2,High,6.1,64.11,False,2.61,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,High,High Screen Time (>5h),2,Medium Risk
STU04629,17,Male,6.49,99.7,6.6,4.7,3.7,3.69,No,Online,Average,Good,No,1,Middle,3.3,97.67,False,3.69,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04630,23,Male,5.22,86.2,7.9,7.7,5.1,3.36,No,Offline,Average,Average,Yes,2,High,4.0,89.9,False,3.36,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,High Screen Time (>5h),1,Low Risk
STU04631,22,Male,7.21,76.4,7.9,7.5,4.7,3.6,No,Hybrid,Poor,Average,No,3,Middle,5.3,97.92,False,3.6,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04632,18,Male,2.26,69.5,8.5,7.3,2.8,2.49,No,Hybrid,Average,Good,No,0,Middle,4.9,53.06,False,2.49,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),Low Attendance (<70%),Long Sleep (>8h),High,Medium,Moderate Screen Time (2-5h),4,High Risk
STU04633,17,Female,5.2,79.6,8.8,3.8,2.1,2.59,No,Online,Average,Average,No,2,Middle,1.0,94.17,False,2.59,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU04634,21,Female,4.83,63.3,6.4,3.0,1.5,3.13,No,Offline,Average,Good,No,1,Low,4.6,96.85,False,3.13,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Low Attendance (<70%),Ideal Sleep (6-8h),Low,Medium,Low Screen Time (≤2h),1,Low Risk
STU04635,19,Male,5.18,89.6,7.4,4.2,4.5,3.18,Yes,Offline,Good,Average,No,3,High,3.0,95.55,False,3.18,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU04636,24,Male,5.61,90.2,5.0,6.5,4.6,3.18,Yes,Hybrid,Average,Good,Yes,0,Middle,3.2,79.53,False,3.18,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Short Sleep (<6h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04637,21,Female,6.52,77.1,8.5,7.1,2.3,4.0,No,Offline,Good,Excellent,No,2,High,4.3,97.47,False,4.0,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Long Sleep (>8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04638,24,Female,5.2,65.0,5.4,7.5,1.7,2.59,Yes,Hybrid,Good,Average,Yes,1,Middle,1.9,76.96,False,2.59,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Short Sleep (<6h),High,Low,Low Screen Time (≤2h),2,Medium Risk
STU04639,19,Female,5.95,73.3,7.5,6.4,1.7,2.82,No,Online,Average,Excellent,Yes,3,Low,3.0,85.16,False,2.82,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Low,Low Screen Time (≤2h),1,Low Risk
STU04640,20,Female,4.34,97.5,5.1,2.4,3.0,2.75,Yes,Online,Average,Good,No,2,Middle,1.0,86.21,False,2.75,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Short Sleep (<6h),Low,Low,Moderate Screen Time (2-5h),0,Low Risk
STU04641,18,Female,4.62,96.2,7.3,4.5,6.8,2.44,No,Online,Poor,Excellent,No,2,Low,5.7,71.03,False,2.44,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),1,Low Risk
STU04642,20,Female,3.65,86.6,4.7,7.1,4.9,2.76,Yes,Offline,Good,Average,Yes,2,Middle,6.7,84.9,False,2.76,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Short Sleep (<6h),High,High,Moderate Screen Time (2-5h),2,Medium Risk
STU04643,19,Male,7.05,96.2,7.4,1.6,3.8,3.37,No,Online,Good,Good,No,3,Middle,2.8,95.39,False,3.37,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Low,Low,Moderate Screen Time (2-5h),0,Low Risk
STU04644,19,Male,6.47,90.0,7.6,2.4,6.3,2.57,No,Offline,Average,Good,No,2,Middle,2.5,94.4,False,2.57,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Low,Low,High Screen Time (>5h),0,Low Risk
STU04645,19,Male,7.47,75.5,6.1,4.7,4.9,2.18,Yes,Hybrid,Poor,Good,Yes,3,High,6.1,98.61,False,2.18,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,High,Moderate Screen Time (2-5h),1,Low Risk
STU04646,24,Female,3.98,73.2,8.5,4.7,7.5,2.72,Yes,Online,Average,Good,No,1,High,5.6,79.46,False,2.72,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),Medium,Medium,High Screen Time (>5h),0,Low Risk
STU04647,22,Female,4.55,87.2,7.9,4.8,3.9,2.95,Yes,Offline,Good,Good,No,1,High,7.2,95.13,False,2.95,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,High,Moderate Screen Time (2-5h),1,Low Risk
STU04648,17,Female,9.84,91.8,5.6,7.3,3.4,3.4,Yes,Hybrid,Average,Excellent,Yes,2,Low,4.0,94.22,False,3.4,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Short Sleep (<6h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU04649,18,Male,7.05,58.9,5.9,6.1,6.0,3.5,Yes,Offline,Good,Average,No,3,Middle,4.1,92.94,False,3.5,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Low Attendance (<70%),Short Sleep (<6h),High,Medium,High Screen Time (>5h),2,Medium Risk
STU04650,20,Male,2.02,80.4,8.7,6.1,3.1,2.9,Yes,Hybrid,Poor,Average,No,0,High,7.6,69.13,False,2.9,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Moderate Attendance (70-85%),Long Sleep (>8h),High,High,Moderate Screen Time (2-5h),4,High Risk
STU04651,20,Male,6.38,70.1,5.3,5.4,4.9,3.29,No,Offline,Average,Good,No,0,Middle,4.7,76.43,False,3.29,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU04652,21,Male,5.6,61.7,8.6,7.4,3.5,3.45,No,Hybrid,Poor,Good,Yes,1,Low,3.9,96.88,False,3.45,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Low Attendance (<70%),Long Sleep (>8h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU04653,24,Female,4.23,73.5,7.5,8.1,4.5,3.55,No,Online,Good,Good,No,2,High,1.6,71.68,False,3.55,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Low,Moderate Screen Time (2-5h),2,Medium Risk
STU04654,19,Female,4.35,80.6,5.4,8.9,3.2,2.87,No,Hybrid,Average,Good,Yes,3,High,8.1,67.2,False,2.87,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),High,High,Moderate Screen Time (2-5h),3,Medium Risk
STU04655,23,Non-Binary,3.21,83.0,5.6,5.6,5.1,3.02,No,Online,Average,Excellent,Yes,1,Middle,6.2,65.82,False,3.02,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,High,High Screen Time (>5h),2,Medium Risk
